Teacher,Subject,Class,Hours,Shift,Subgroup,RoomType
Учитель_Інформатика_19,Інформатика,10-Е,2,1,2,it
Учитель_Фізика_111,Фізика,10-Е,2,1,whole,physics
Учитель_Хімія_127,Хімія,10-Е,2,1,whole,chemistry
Учитель_Біологія_91,Біологія,10-Е,2,1,whole,bio
Учитель_Географія_162,Географія,10-Е,2,1,whole,standard
Учитель_Історія України_135,Історія України,10-Е,2,1,whole,standard
Учитель_Укр. мова_149,Укр. мова,10-Ж,3,1,whole,standard
Учитель_Математика_142,Математика,10-Ж,4,1,whole,standard
Учитель_Англ. мова_144,Англ. мова,10-Ж,3,1,1,standard
Учитель_Англ. мова_146,Англ. мова,10-Ж,3,1,2,standard
Учитель_Фізична культура_33,Фізична культура,10-Ж,3,1,whole,gym
Учитель_Інформатика_19,Інформатика,10-Ж,2,1,1,it
Учитель_Інформатика_74,Інформатика,10-Ж,2,1,2,it
Учитель_Фізика_118,Фізика,10-Ж,2,1,whole,physics
Учитель_Хімія_119,Хімія,10-Ж,2,1,whole,chemistry
Учитель_Біологія_123,Біологія,10-Ж,2,1,whole,bio
Учитель_Географія_162,Географія,10-Ж,2,1,whole,standard
Учитель_Історія України_138,Історія України,10-Ж,2,1,whole,standard
Учитель_Укр. мова_166,Укр. мова,10-З,3,1,whole,standard
Учитель_Математика_167,Математика,10-З,4,1,whole,standard
Учитель_Англ. мова_156,Англ. мова,10-З,3,1,1,standard
Учитель_Англ. мова_156,Англ. мова,10-З,3,1,2,standard
Учитель_Фізична культура_35,Фізична культура,10-З,3,1,whole,gym
Учитель_Інформатика_100,Інформатика,10-З,2,1,1,it
Учитель_Інформатика_151,Інформатика,10-З,2,1,2,it
Учитель_Фізика_130,Фізика,10-З,2,1,whole,physics
Учитель_Хімія_109,Хімія,10-З,2,1,whole,chemistry
Учитель_Біологія_134,Біологія,10-З,2,1,whole,bio
Учитель_Географія_148,Географія,10-З,2,1,whole,standard
Учитель_Історія України_145,Історія України,10-З,2,1,whole,standard
Учитель_Укр. мова_170,Укр. мова,10-И,3,1,whole,standard
Учитель_Математика_168,Математика,10-И,4,1,whole,standard
Учитель_Англ. мова_146,Англ. мова,10-И,3,1,1,standard
Учитель_Англ. мова_144,Англ. мова,10-И,3,1,2,standard
Учитель_Фізична культура_53,Фізична культура,10-И,3,1,whole,gym
Учитель_Інформатика_154,Інформатика,10-И,2,1,1,it
Учитель_Інформатика_155,Інформатика,10-И,2,1,2,it
Учитель_Фізика_164,Фізика,10-И,2,1,whole,physics
Учитель_Хімія_93,Хімія,10-И,2,1,whole,chemistry
Учитель_Біологія_153,Біологія,10-И,2,1,whole,bio
Учитель_Географія_62,Географія,10-И,2,1,whole,standard
Учитель_Історія України_150,Історія України,10-И,2,1,whole,standard
Учитель_Укр. мова_170,Укр. мова,10-К,3,1,whole,standard
Учитель_Математика_168,Математика,10-К,4,1,whole,standard
Учитель_Англ. мова_140,Англ. мова,10-К,3,1,1,standard
Учитель_Англ. мова_136,Англ. мова,10-К,3,1,2,standard
Учитель_Фізична культура_87,Фізична культура,10-К,3,1,whole,gym
Учитель_Інформатика_155,Інформатика,10-К,2,1,1,it
Учитель_Інформатика_154,Інформатика,10-К,2,1,2,it
Учитель_Фізика_164,Фізика,10-К,2,1,whole,physics
Учитель_Хімія_89,Хімія,10-К,2,1,whole,chemistry
Учитель_Біологія_160,Біологія,10-К,2,1,whole,bio
Учитель_Географія_22,Географія,10-К,2,1,whole,standard
Учитель_Історія України_150,Історія України,10-К,2,1,whole,standard
Учитель_Укр. мова_166,Укр. мова,11-А,3,1,whole,standard
Учитель_Математика_167,Математика,11-А,4,1,whole,standard
Учитель_Англ. мова_132,Англ. мова,11-А,3,1,1,standard
Учитель_Англ. мова_113,Англ. мова,11-А,3,1,2,standard
Учитель_Фізична культура_104,Фізична культура,11-А,3,1,whole,gym
Учитель_Інформатика_151,Інформатика,11-А,2,1,1,it
Учитель_Інформатика_100,Інформатика,11-А,2,1,2,it
Учитель_Фізика_130,Фізика,11-А,2,1,whole,physics
Учитель_Хімія_78,Хімія,11-А,2,1,whole,chemistry
Учитель_Біологія_161,Біологія,11-А,2,1,whole,bio
Учитель_Географія_22,Географія,11-А,2,1,whole,standard
Учитель_Історія України_145,Історія України,11-А,2,1,whole,standard
Учитель_Укр. мова_149,Укр. мова,11-Б,3,1,whole,standard
Учитель_Математика_142,Математика,11-Б,4,1,whole,standard
Учитель_Англ. мова_97,Англ. мова,11-Б,3,1,1,standard
Учитель_Англ. мова_83,Англ. мова,11-Б,3,1,2,standard
Учитель_Фізична культура_115,Фізична культура,11-Б,3,1,whole,gym
Учитель_Інформатика_74,Інформатика,11-Б,2,1,1,it
Учитель_Інформатика_19,Інформатика,11-Б,2,1,2,it
Учитель_Фізика_118,Фізика,11-Б,2,1,whole,physics
Учитель_Хімія_58,Хімія,11-Б,2,1,whole,chemistry
Учитель_Біологія_165,Біологія,11-Б,2,1,whole,bio
Учитель_Географія_62,Географія,11-Б,2,1,whole,standard
Учитель_Історія України_138,Історія України,11-Б,2,1,whole,standard
Учитель_Укр. мова_131,Укр. мова,11-В,3,1,whole,standard
Учитель_Математика_101,Математика,11-В,4,1,whole,standard
Учитель_Англ. мова_79,Англ. мова,11-В,3,1,1,standard
Учитель_Англ. мова_77,Англ. мова,11-В,3,1,2,standard
Учитель_Фізична культура_117,Фізична культура,11-В,3,1,whole,gym
Учитель_Інформатика_19,Інформатика,11-В,2,1,1,it
Учитель_Інформатика_74,Інформатика,11-В,2,1,2,it
Учитель_Фізика_111,Фізика,11-В,2,1,whole,physics
Учитель_Хімія_45,Хімія,11-В,2,1,whole,chemistry
Учитель_Біологія_165,Біологія,11-В,2,1,whole,bio
Учитель_Географія_148,Географія,11-В,2,1,whole,standard
Учитель_Історія України_135,Історія України,11-В,2,1,whole,standard
Учитель_Укр. мова_50,Укр. мова,11-Г,3,1,whole,standard
Учитель_Математика_47,Математика,11-Г,4,1,whole,standard
Учитель_Англ. мова_66,Англ. мова,11-Г,3,1,1,standard
Учитель_Англ. мова_18,Англ. мова,11-Г,3,1,2,standard
Учитель_Фізична культура_128,Фізична культура,11-Г,3,1,whole,gym
Учитель_Інформатика_100,Інформатика,11-Г,2,1,1,it
Учитель_Інформатика_151,Інформатика,11-Г,2,1,2,it
Учитель_Фізика_108,Фізика,11-Г,2,1,whole,physics
Учитель_Хімія_6,Хімія,11-Г,2,1,whole,chemistry
Учитель_Біологія_161,Біологія,11-Г,2,1,whole,bio
Учитель_Географія_162,Географія,11-Г,2,1,whole,standard
Учитель_Історія України_124,Історія України,11-Г,2,1,whole,standard
Учитель_Укр. мова_48,Укр. мова,11-Д,3,1,whole,standard
Учитель_Математика_21,Математика,11-Д,4,1,whole,standard
Учитель_Англ. мова_13,Англ. мова,11-Д,3,1,1,standard
Учитель_Англ. мова_8,Англ. мова,11-Д,3,1,2,standard
Учитель_Фізична культура_128,Фізична культура,11-Д,3,1,whole,gym
Учитель_Інформатика_154,Інформатика,11-Д,2,1,1,it
Учитель_Інформатика_155,Інформатика,11-Д,2,1,2,it
Учитель_Фізика_84,Фізика,11-Д,2,1,whole,physics
Учитель_Хімія_6,Хімія,11-Д,2,1,whole,chemistry
Учитель_Біологія_160,Біологія,11-Д,2,1,whole,bio
Учитель_Географія_162,Географія,11-Д,2,1,whole,standard
Учитель_Історія України_102,Історія України,11-Д,2,1,whole,standard
